timestamp x y error quality ant1_dist ant1_azim ant2_dist ant2_azim ant3_dist ant3_azim ant4_dist ant4_azim ant5_dist ant5_azim
1606391912305.0 566575.8227023276 5932828.521788829 5.527490119478832 3.0 64.67903560400221 237.12641580269946 37.76890560658341 149.73219899753286 1.6430722610036514 112.60518372708553 57.23130242254956 264.0383877278347 39.07813339995673 87.61071672909567 
1606391912805.0 566579.3317033445 5932831.663871431 1.41181591512882 1.2 60.030938867127226 237.82727711403243 37.111828575292954 142.58969862498392 5.617991667037427 63.45686069552263 53.48622700593486 266.996965511201 42.819807753915605 83.60252613912861 
1606391913305.0 566580.7631159874 5932830.146360303 3.42928612926965 3.0 59.662473886080704 235.86139780973252 39.18739589953964 142.2752548188705 6.533164885284622 81.25743493189178 52.160532889147014 265.2496995587773 44.10475349495486 85.7693387640849 
1606391913805.0 566580.1789625674 5932832.2954903785 1.8211561888095313 1.8 58.97751787125609 237.90838530769332 37.13989169833199 140.95930112198522 6.6608102035389445 61.853002025067475 52.610309229907635 267.6355649776295 43.73542051267209 82.90388329464301 
1606391914305.0 566577.7505357085 5932831.79723784 1.4668773461930353 1.2 61.30573496590882 238.7196766357209 36.064449216569784 144.45661053286975 4.342342614090803 52.49274673115528 55.05866017853702 267.22176208127576 41.26450152288184 83.1738674659231 
1606391914805.0 566577.2251332994 5932829.817728233 1.1895801298977362 1.2 62.79860858929706 237.42494497881947 37.403013097818196 146.87494553475537 2.9939210411813817 77.17883398545675 55.71358868673391 265.2142087487623 40.55222240755352 85.86362501200341 
1606391915305.0 566577.4208732239 5932828.559482208 0.9562372254674318 1.2 63.321836328034685 236.3701247797013 38.56728971134338 147.65292644939183 3.171119327743453 100.79375229834928 55.63800838101648 263.90605897971636 40.676496622272225 87.651516272435 
1606391915805.0 566574.0713288256 5932831.733734034 5.858827193608613 3.0 64.5098015619946 240.3684092983426 34.11221548787461 149.55360077676536 2.5910191910256772 354.80668839540647 58.73673303778183 267.33384675807804 37.60568945840352 82.60366043076863 
1606391916305.0 566577.0108493279 5932830.176883478 0.4245067852269034 0.6 62.78720386895546 237.80641355928543 36.98513225927266 146.84890664244594 2.8921609146857103 69.27402733979653 55.8984241138802 265.59938641169265 40.36613234182454 85.33322064943631 
1606391916805.0 566577.3258405545 5932827.066704243 3.860415269667726 3.0 64.23873128622904 235.30840860542247 39.78728590515349 148.91882340026726 3.6707475176284126 124.64240704877763 55.910415785820305 262.3951004095815 40.547672351457855 89.75407966922901 
1606391917305.0 566574.0937390426 5932827.402024932 6.70810309905061 3.0 66.73893398993472 237.1247013391513 37.92042050649623 152.84277041075066 1.7641252155274374 186.90598341510395 59.074602108061775 263.1323440140924 37.318673561349165 89.21795631959094 
1606391917805.0 566571.5248687523 5932831.307328556 3.1639268337305944 3.0 66.93996102111913 241.12882308328733 33.276932720652034 153.70913481718182 3.5176017831460547 307.75908335934594 61.301042679942434 267.0464444827088 35.02565431578222 82.75913909414827 
1606391918305.0 566574.6168637589 5932828.431691141 3.228902027071009 3.0 65.74323566103084 237.6308892592379 37.25478494027275 151.403982259047 0.7858227415600703 156.685968119694 58.43998805965802 264.0733206467367 37.86960793189054 87.67085664189928 
1606391918805.0 566573.6498452402 5932829.981999771 4.623992810516251 3.0 65.75539447748767 239.2231594430217 35.430905566312084 151.57706610209144 1.0568878458034945 321.6325336936636 59.26450720223154 265.6608540268836 37.0004998328132 85.21055378881404 
1606391919305.0 566570.5557231094 5932830.506317483 2.2420848284608796 2.4 68.1758107730424 240.93258033182164 33.588120949869804 155.79700076329982 3.9867320680837035 289.8383302809169 62.314687860112564 266.3568242657798 33.96993431634205 83.89344451001192 
1606391919805.0 566569.4141541417 5932829.18971594 3.233230674122171 3.0 69.8157985376618 240.44332689213678 34.35737632404396 158.43445913323674 4.891839386605633 270.4259285165028 63.54973626620423 265.2375174047862 32.716351004584254 85.97389549341544 
1606391920305.0 566569.9100559432 5932827.523394786 0.30817785221593413 0.6 70.22683584093147 239.06103174275742 36.08964461286015 158.67465405262183 4.688265812429591 249.65530292930492 63.216802269161256 263.6949792899914 33.1375172745119 88.9093905542542 
1606391920805.0 566572.8929038645 5932825.916918564 1.9719169229059401 1.8 68.55618026729161 236.62705300029626 38.73308958911671 155.42686121698506 3.5314211940557394 203.5850121551436 60.45905455818933 261.8710147633611 36.12754135836518 91.54766135337546 
1606391921305.0 566572.267028953 5932825.218534835 6.419659194628495 3.0 69.46343562850733 236.42996662281803 39.117394931369184 156.6860540331938 4.431659283667354 207.3909827406594 61.180364102036464 261.30641747435 35.52795313956921 92.7008697504751 
1606391921805.0 566572.306183847 5932827.968427264 4.225887441651011 3.0 67.94815698342583 238.3441029181102 36.62478752287545 154.92695491653194 2.32438003430696 239.35078507411606 60.78655777120064 263.86388344946545 35.5439251092237 88.26564445730664 
1606391922305.0 566569.4537106489 5932825.749320799 2.880119348641302 3.0 71.54192327221101 238.03023063409898 37.59153128899067 160.30613767286866 5.927120665326207 234.94837253660967 63.88819367707768 262.1583506353272 32.695166495201114 92.00403947123796 
